year,event_type,event_id,start_time,end_time,duration_periods,duration_hours,max_price,min_price,avg_price,avg_imbalance,avg_wind,avg_gas,avg_interconnectors,time_band_at_max_price,regime_group,timestamp_at_max_price,timestamp_at_min_price,max_price_change_within_event,min_price_change_within_event,external_context_needed,research_note,likely_internal_driver,priority_reason,external_event_found,external_event_type,external_asset_name,external_event_start,external_event_end,external_capacity_change_mw,external_source,association_assessment,manual_research_note
2023,large_downward_reversal,2023_large_downward_reversal_3154,2023-03-07 18:30:00+00:00,2023-03-07 19:00:00+00:00,1,0.5,101.4,101.4,101.4,-299.7918,3001.0,22867.0,4636.0,evening_peak,q1_stress,2023-03-07 19:00:00+00:00,2023-03-07 19:00:00+00:00,-1848.6,-1848.6,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 1950.0 to 101.4 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,extreme_spike_cluster,2023_extreme_spike_cluster_6,2023-03-07 20:00:00+00:00,2023-03-07 20:00:00+00:00,1,0.5,300.0,300.0,300.0,107.5025,1435.0,23635.0,4264.0,late_evening,q1_stress,2023-03-07 20:00:00+00:00,2023-03-07 20:00:00+00:00,63.0,63.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind,all_extreme_spike_clusters,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_42,2023-03-07 20:00:00+00:00,2023-03-07 20:00:00+00:00,1,0.5,300.0,300.0,300.0,107.5025,1435.0,23635.0,4264.0,late_evening,q1_stress,2023-03-07 20:00:00+00:00,2023-03-07 20:00:00+00:00,63.0,63.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_43,2023-03-08 17:30:00+00:00,2023-03-08 18:30:00+00:00,3,1.5,284.0,284.0,284.0,354.785,6667.0,22257.6667,3716.6667,evening_peak,q1_stress,2023-03-08 17:30:00+00:00,2023-03-08 17:30:00+00:00,71.0,0.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind+positive_imbalance,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_3831,2023-03-21 22:00:00+00:00,2023-03-21 22:30:00+00:00,1,0.5,-69.0,-69.0,-69.0,-643.4513,14491.0,4402.0,958.0,late_evening,q1_stress,2023-03-21 22:30:00+00:00,2023-03-21 22:30:00+00:00,-203.95,-203.95,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 134.95 to -69.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,large_upward_jump,2023_large_upward_jump_3832,2023-03-21 22:30:00+00:00,2023-03-21 23:00:00+00:00,1,0.5,135.0,135.0,135.0,216.3724,14650.0,4371.0,-276.0,late_evening,q1_stress,2023-03-21 23:00:00+00:00,2023-03-21 23:00:00+00:00,204.0,204.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from -69.0 to 135.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_39,2023-03-24 00:00:00+00:00,2023-03-24 00:30:00+00:00,2,1.0,-70.96,-76.0,-73.48,-619.5512,10211.5,3090.0,5688.0,night,q1_stress,2023-03-24 00:30:00+00:00,2023-03-24 00:00:00+00:00,5.04,-109.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",high_wind+low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_49,2023-04-10 11:00:00+00:00,2023-04-10 17:00:00+00:00,13,6.5,-16.97,-128.11,-84.3177,-949.7386,10993.2308,2250.0769,3472.4615,midday,apr_sep_quiet,2023-04-10 11:00:00+00:00,2023-04-10 13:30:00+00:00,49.89,-151.47,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",high_wind+low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_58,2023-05-28 12:00:00+00:00,2023-05-28 14:30:00+00:00,6,3.0,-50.0,-84.64,-73.2917,-193.493,4602.3333,3147.5,4302.3333,afternoon,apr_sep_quiet,2023-05-28 14:30:00+00:00,2023-05-28 13:00:00+00:00,32.93,-99.38,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_60,2023-05-29 11:00:00+00:00,2023-05-29 14:00:00+00:00,7,3.5,-14.8,-155.2011,-75.3573,-216.6822,3874.7143,2752.0,4504.5714,midday,apr_sep_quiet,2023-05-29 11:00:00+00:00,2023-05-29 13:30:00+00:00,80.4311,-104.8,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,large_upward_jump,2023_large_upward_jump_7814,2023-06-12 21:30:00+00:00,2023-06-12 22:00:00+00:00,1,0.5,370.0,370.0,370.0,764.3291,3173.0,13282.0,2490.0,late_evening,apr_sep_quiet,2023-06-12 22:00:00+00:00,2023-06-12 22:00:00+00:00,235.0,235.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 135.0 to 370.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,extreme_spike_cluster,2023_extreme_spike_cluster_7,2023-06-12 22:00:00+00:00,2023-06-12 22:00:00+00:00,1,0.5,370.0,370.0,370.0,764.3291,3173.0,13282.0,2490.0,late_evening,apr_sep_quiet,2023-06-12 22:00:00+00:00,2023-06-12 22:00:00+00:00,235.0,235.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",low_wind+positive_imbalance+lower_interconnector_support,all_extreme_spike_clusters,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_7815,2023-06-12 22:00:00+00:00,2023-06-12 22:30:00+00:00,1,0.5,137.9962,137.9962,137.9962,644.076,2905.0,12709.0,2578.0,late_evening,apr_sep_quiet,2023-06-12 22:30:00+00:00,2023-06-12 22:30:00+00:00,-232.0038,-232.0038,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 370.0 to 137.99615 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_47,2023-06-12 22:00:00+00:00,2023-06-12 22:00:00+00:00,1,0.5,370.0,370.0,370.0,764.3291,3173.0,13282.0,2490.0,late_evening,apr_sep_quiet,2023-06-12 22:00:00+00:00,2023-06-12 22:00:00+00:00,235.0,235.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",low_wind+positive_imbalance+lower_interconnector_support,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_68,2023-07-01 11:30:00+00:00,2023-07-01 16:30:00+00:00,11,5.5,-5.83,-76.51,-60.0382,-655.7983,10747.9091,3848.4545,-3008.1818,evening_peak,apr_sep_quiet,2023-07-01 16:00:00+00:00,2023-07-01 11:30:00+00:00,44.17,-129.3694,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",high_wind+low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_71,2023-07-02 03:00:00+00:00,2023-07-02 05:00:00+00:00,5,2.5,-32.09,-76.0,-65.972,-210.3143,7362.4,3800.8,-2880.8,night,apr_sep_quiet,2023-07-02 05:00:00+00:00,2023-07-02 03:30:00+00:00,42.91,-71.77,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_73,2023-07-02 11:30:00+00:00,2023-07-02 15:00:00+00:00,8,4.0,-12.51,-93.13,-66.4688,-586.5483,8028.375,3205.125,1164.25,afternoon,apr_sep_quiet,2023-07-02 15:00:00+00:00,2023-07-02 13:30:00+00:00,47.49,-104.82,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_78,2023-07-03 07:30:00+00:00,2023-07-03 09:00:00+00:00,4,2.0,-21.53,-75.08,-54.1525,-381.8397,9992.75,2551.0,4243.5,morning_ramp,apr_sep_quiet,2023-07-03 09:00:00+00:00,2023-07-03 08:00:00+00:00,45.47,-176.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_97,2023-07-17 12:30:00+00:00,2023-07-17 13:30:00+00:00,3,1.5,-151.23,-185.33,-173.9633,-615.4939,6545.3333,4459.6667,5867.3333,midday,apr_sep_quiet,2023-07-17 12:30:00+00:00,2023-07-17 13:00:00+00:00,0.0,-151.23,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,large_upward_jump,2023_large_upward_jump_9478,2023-07-17 13:30:00+00:00,2023-07-17 14:00:00+00:00,1,0.5,89.0,89.0,89.0,78.9332,6849.0,5442.0,3562.0,afternoon,apr_sep_quiet,2023-07-17 14:00:00+00:00,2023-07-17 14:00:00+00:00,274.33,274.33,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from -185.33 to 89.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_104,2023-08-11 10:30:00+00:00,2023-08-11 12:30:00+00:00,5,2.5,-76.0,-77.31,-76.79,-839.8735,9081.0,2943.8,5729.2,midday,apr_sep_quiet,2023-08-11 10:30:00+00:00,2023-08-11 11:30:00+00:00,0.43,-110.9388,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_111,2023-08-19 05:00:00+00:00,2023-08-19 08:30:00+00:00,8,4.0,-20.64,-78.25,-70.1362,-1206.6736,10756.125,3635.375,-190.0,morning_ramp,apr_sep_quiet,2023-08-19 08:30:00+00:00,2023-08-19 06:00:00+00:00,56.24,-143.7204,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",high_wind+low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_124,2023-09-19 20:30:00+00:00,2023-09-19 22:30:00+00:00,5,2.5,-61.75,-88.68,-75.686,-460.8758,12321.2,2606.2,1045.6,late_evening,apr_sep_quiet,2023-09-19 20:30:00+00:00,2023-09-19 21:30:00+00:00,12.68,-77.75,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",high_wind+low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_125,2023-09-20 01:30:00+00:00,2023-09-20 04:30:00+00:00,7,3.5,-23.8,-75.0,-54.4743,-464.0472,11134.2857,2797.8571,-2253.1429,night,apr_sep_quiet,2023-09-20 01:30:00+00:00,2023-09-20 04:00:00+00:00,20.0,-33.08,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",high_wind+low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_132,2023-09-24 23:00:00+00:00,2023-09-25 05:00:00+00:00,13,6.5,-4.16,-89.7,-76.1515,-968.4318,13209.9231,3554.7692,-4458.7692,night,apr_sep_quiet,2023-09-25 05:00:00+00:00,2023-09-25 04:00:00+00:00,83.84,-73.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",high_wind+low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_147,2023-10-05 13:00:00+00:00,2023-10-05 13:00:00+00:00,1,0.5,-75.0,-75.0,-75.0,-110.1909,10369.0,8926.0,476.0,midday,oct_nov_transition,2023-10-05 13:00:00+00:00,2023-10-05 13:00:00+00:00,-121.0,-121.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",high_wind,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_148,2023-10-05 22:00:00+00:00,2023-10-06 04:30:00+00:00,14,7.0,-21.53,-84.52,-69.8607,-519.9912,13630.1429,3975.2143,-3275.8571,late_evening,oct_nov_transition,2023-10-05 22:00:00+00:00,2023-10-06 04:00:00+00:00,3.52,-47.53,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",high_wind+low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_149,2023-10-06 10:30:00+00:00,2023-10-06 11:30:00+00:00,3,1.5,-0.08,-82.24,-52.1067,-366.2692,14084.0,2133.6667,2726.0,midday,oct_nov_transition,2023-10-06 11:30:00+00:00,2023-10-06 11:00:00+00:00,82.16,-96.65,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",high_wind+low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_48,2023-10-15 17:30:00+00:00,2023-10-15 17:30:00+00:00,1,0.5,280.0,280.0,280.0,1394.8743,3748.0,13226.0,5304.0,evening_peak,oct_nov_transition,2023-10-15 17:30:00+00:00,2023-10-15 17:30:00+00:00,40.0,40.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",low_wind+positive_imbalance,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,large_upward_jump,2023_large_upward_jump_13852,2023-10-16 17:00:00+00:00,2023-10-16 17:30:00+00:00,1,0.5,286.0,286.0,286.0,236.392,2839.0,18822.0,4286.0,evening_peak,oct_nov_transition,2023-10-16 17:30:00+00:00,2023-10-16 17:30:00+00:00,232.8,232.8,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 53.2 to 286.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_49,2023-10-16 17:30:00+00:00,2023-10-16 18:00:00+00:00,2,1.0,310.0,286.0,298.0,278.5133,2951.0,19057.0,4178.0,evening_peak,oct_nov_transition,2023-10-16 18:00:00+00:00,2023-10-16 17:30:00+00:00,232.8,24.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind+positive_imbalance,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,extreme_spike_cluster,2023_extreme_spike_cluster_8,2023-10-16 18:00:00+00:00,2023-10-16 18:00:00+00:00,1,0.5,310.0,310.0,310.0,320.6346,3063.0,19292.0,4070.0,evening_peak,oct_nov_transition,2023-10-16 18:00:00+00:00,2023-10-16 18:00:00+00:00,24.0,24.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind+positive_imbalance,all_extreme_spike_clusters,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_14457,2023-10-29 07:30:00+00:00,2023-10-29 08:00:00+00:00,1,0.5,-76.0,-76.0,-76.0,-281.3535,11794.0,3198.0,4158.0,morning_ramp,oct_nov_transition,2023-10-29 08:00:00+00:00,2023-10-29 08:00:00+00:00,-209.0,-209.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 133.0 to -76.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,large_upward_jump,2023_large_upward_jump_14458,2023-10-29 08:00:00+00:00,2023-10-29 08:30:00+00:00,1,0.5,135.0,135.0,135.0,10.9645,12002.0,3552.0,4164.0,morning_ramp,oct_nov_transition,2023-10-29 08:30:00+00:00,2023-10-29 08:30:00+00:00,211.0,211.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from -76.0 to 135.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_172,2023-10-29 08:00:00+00:00,2023-10-29 08:00:00+00:00,1,0.5,-76.0,-76.0,-76.0,-281.3535,11794.0,3198.0,4158.0,morning_ramp,oct_nov_transition,2023-10-29 08:00:00+00:00,2023-10-29 08:00:00+00:00,-209.0,-209.0,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",high_wind+low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_14486,2023-10-29 22:00:00+00:00,2023-10-29 22:30:00+00:00,1,0.5,-80.65,-80.65,-80.65,-502.7319,12670.0,2145.0,3186.0,late_evening,oct_nov_transition,2023-10-29 22:30:00+00:00,2023-10-29 22:30:00+00:00,-214.65,-214.65,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 134.0 to -80.65 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,negative_price_cluster,2023_negative_price_cluster_173,2023-10-29 22:30:00+00:00,2023-10-30 01:30:00+00:00,7,3.5,-71.5,-80.65,-78.8714,-396.2086,13792.4286,2725.7143,2323.4286,late_evening,oct_nov_transition,2023-10-29 23:00:00+00:00,2023-10-29 22:30:00+00:00,9.15,-214.65,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",high_wind+low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_15963,2023-11-29 16:30:00+00:00,2023-11-29 17:00:00+00:00,1,0.5,78.01,78.01,78.01,-335.85,3114.0,22160.0,5316.0,evening_peak,oct_nov_transition,2023-11-29 17:00:00+00:00,2023-11-29 17:00:00+00:00,-198.08,-198.08,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 276.09 to 78.01 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2023,positive_spike_cluster,2023_positive_spike_cluster_52,2023-12-01 18:30:00+00:00,2023-12-01 19:00:00+00:00,2,1.0,300.0,259.6296,279.8148,80.1125,866.5,26230.0,4667.0,evening_peak,dec_windy,2023-12-01 19:00:00+00:00,2023-12-01 18:30:00+00:00,178.6296,40.3704,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind,top_positive_spike_clusters_by_max_price,,,,,,,,,
2023,extreme_spike_cluster,2023_extreme_spike_cluster_9,2023-12-01 19:00:00+00:00,2023-12-01 19:00:00+00:00,1,0.5,300.0,300.0,300.0,68.1751,811.0,26167.0,4750.0,evening_peak,dec_windy,2023-12-01 19:00:00+00:00,2023-12-01 19:00:00+00:00,40.3704,40.3704,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate upward price event. Check whether asset outage, interconnector limitation, low wind, high gas reliance, positive imbalance, or evening timing contributed.",high_gas+low_wind,all_extreme_spike_clusters,,,,,,,,,
2023,large_downward_reversal,2023_large_downward_reversal_16064,2023-12-01 19:00:00+00:00,2023-12-01 19:30:00+00:00,1,0.5,84.0,84.0,84.0,-106.6141,887.0,25843.0,4682.0,evening_peak,dec_windy,2023-12-01 19:30:00+00:00,2023-12-01 19:30:00+00:00,-216.0,-216.0,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 300.0 to 84.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2024,negative_price_cluster,2024_negative_price_cluster_5,2024-01-26 11:00:00+00:00,2024-01-26 14:00:00+00:00,7,3.5,-21.53,-74.0,-47.0686,-449.7756,15049.7143,2389.7143,5165.7143,midday,q1_quiet,2024-01-26 13:00:00+00:00,2024-01-26 11:30:00+00:00,43.47,-39.35,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",high_wind+low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2024,large_upward_jump,2024_large_upward_jump_1356,2024-01-29 05:30:00+00:00,2024-01-29 06:00:00+00:00,1,0.5,145.0,145.0,145.0,784.4421,3626.0,12594.0,726.0,morning_ramp,q1_quiet,2024-01-29 06:00:00+00:00,2024-01-29 06:00:00+00:00,123.95,123.95,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 21.05 to 145.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_upward_jumps_by_price_change,,,,,,,,,
2024,large_downward_reversal,2024_large_downward_reversal_1996,2024-02-11 13:30:00+00:00,2024-02-11 14:00:00+00:00,1,0.5,-50.0,-50.0,-50.0,-32.7853,4805.0,11141.0,6052.0,afternoon,q1_quiet,2024-02-11 14:00:00+00:00,2024-02-11 14:00:00+00:00,-139.99,-139.99,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 89.99 to -50.0 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2024,negative_price_cluster,2024_negative_price_cluster_79,2024-04-13 09:30:00+00:00,2024-04-13 15:00:00+00:00,12,6.0,-18.75,-86.34,-42.505,-647.5862,10812.0,1581.0833,1530.6667,morning_ramp,apr_sep_quiet,2024-04-13 09:30:00+00:00,2024-04-13 13:30:00+00:00,67.59,-116.75,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",high_wind+low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
2024,large_downward_reversal,2024_large_downward_reversal_4992,2024-04-13 23:30:00+00:00,2024-04-14 00:00:00+00:00,1,0.5,-18.75,-18.75,-18.75,-475.7208,11948.0,3263.0,-1630.0,night,apr_sep_quiet,2024-04-14 00:00:00+00:00,2024-04-14 00:00:00+00:00,-116.75,-116.75,Check REMIT outage/maintenance events and system conditions within +/- 2 hours of this price movement.,Price moved from 98.0 to -18.75 in one settlement period. This is a candidate for event-led explanation.,sudden_price_movement_check_internal_and_external_context,top_large_downward_reversals_by_price_change,,,,,,,,,
2024,negative_price_cluster,2024_negative_price_cluster_83,2024-04-14 07:00:00+00:00,2024-04-14 15:00:00+00:00,17,8.5,-5.48,-85.0,-35.9641,-757.5396,8065.4706,1777.4118,4066.3529,morning_ramp,apr_sep_quiet,2024-04-14 07:00:00+00:00,2024-04-14 13:30:00+00:00,66.25,-21.75,"Check REMIT outage/maintenance, interconnector events, system margin, wind conditions, and fuel-market/system context around this window.","Candidate negative-price event. Check high wind, low demand, negative imbalance, inflexible generation, export/interconnector constraints, and downward balancing pressure.",low_gas+negative_imbalance,top_negative_price_clusters_by_min_price,,,,,,,,,
